914,宁工新寓一村 2室1厅1厨1卫 58.63m² 整租,2室1厅,58.63㎡,毛坯,低层(共7层),整租,鼓楼-草场门大街-宁工新寓一村,距离4号线龙江站约435米空房,南京市宝船小学,8334
915,精金花园 整租 万达精装四室 带电梯 家电齐全 拎包入住,4室1厅,90㎡,精装,高层(共34层),整租,建邺-万达广场-精金花园,电梯空房,南京市金陵汇文学校（小学部）,5800
916,金地苑 凤凰花园城金地苑 南北通透两室 可做宿舍 随时看房,2室2厅,54.12㎡,精装,高层(共7层),整租,鼓楼-凤凰西街-金地苑,空房,南京市凤凰花园城小学,3500
917,天玺国际广场 精装两房  拎包入住  南北通透  采光好,2室1厅,58㎡,精装,中层(共29层),整租,鼓楼-龙江-天玺国际广场,电梯空房,南京市银城小学,3800
918,莱茵小镇 1室0厅1厨1卫 52.0m² 整租,1室0厅,52㎡,精装,中层(共4层),整租,江宁-科学园-莱茵小镇,距离1号线天印大道站约283米空房,南京市江宁科学园小学,2300
919,苹果都市 1室2厅1厨1卫 40.0m² 整租,1室2厅,40㎡,简装,高层(共14层),整租,江宁-科学园-苹果都市,距离1号线天印大道站约149米电梯空房,南京市江宁科学园小学,2400
920,世茂梦享家 东外南外旁边 精装修四房 看房随时 整套出租,4室0厅,89㎡,精装,高层(共11层),整租,江宁-江宁大学城-世茂梦享家,有家私家电齐全,南京市齐武路小学,3200
921,狗耳巷小区 急租 狗耳巷 3室2厅1厨1卫 整租,3室2厅,80.07㎡,简装,高层(共7层),整租,鼓楼-三牌楼-狗耳巷小区,空房,南京市三牌楼小学,4000
922,工人新村 3室1厅1厨1卫70.0m²整租,3室1厅,70㎡,精装,低层(共6层),整租,鼓楼-许府巷-工人新村,距离1号线新模范马路站约457米空房,南京大学附属丁家桥小学,4500
923,德基紫金南苑 南理工 紫金南苑3室2厅0厨1卫 整租,3室2厅,117㎡,精装,中层(共10层),整租,玄武-卫岗-德基紫金南苑,空房,南京理工大学实验小学,6000
924,景枫法兰谷 南外旁 新空毛坯 中间楼层 整套出租,4室2厅,135㎡,毛坯,中层(共5层),整租,江宁-江宁大学城-景枫法兰谷,空房,南京市晓庄学院弘景实验小学,3500
925,天玺国际广场 龙江 天玺 精装单室套 朝南 采光好 配套齐全,1室1厅,60㎡,精装,中层(共29层),整租,鼓楼-龙江-天玺国际广场,有家电有家私电梯,南京市银城小学,3600
926,文博苑 2室1厅1厨1卫 90.32m² 整租,2室1厅,90.32㎡,精装,低层(共11层),整租,江宁-江宁大学城-文博苑,有家电有家私,南京市月华路小学,3300
927,一枝园 1室1厅0厨0卫38.27m²整租,1室1厅,38.27㎡,简装,高层(共7层),整租,玄武-长江路-一枝园 (一枝园小区),距离3号线浮桥站约390米有家电,南京市洪武北路红十字会小学,2900
928,虎踞关小区  整租 全明双南户型 随时看房 价格可议,3室2厅,76㎡,简装,高层(共7层),整租,鼓楼-宁海路-虎踞关小区 (虎踞关),空房,南京市芳草园小学（凤凰校区）,4200
929,融侨世家 3室2厅1厨1卫 89.0m² 整租,3室2厅,89㎡,精装,中层(共18层),整租,江宁-江宁大学城-融侨世家 (学府世家 融侨世家),电梯空房,南京市天景山小学,3700
930,中央金地 4室2厅1厨1卫 248.0m² 整租,4室2厅,248㎡,精装,高层(共19层),整租,鼓楼-三牌楼-中央金地,电梯空房,南京市民生实验小学,12000
931,中和园 3室1厅1厨1卫 102.0m² 整租,3室1厅,102㎡,精装,低层(共18层),整租,建邺-奥体-中和园,距离2号线雨润大街站约477米电梯空房,南京市建邺实验小学,4800
932,协众雅居 1室1厅0厨1卫 50.0m² 整租,1室1厅,50㎡,简装,中层(共22层),整租,江宁-江宁大学城-协众雅居,距离1号线南京交院站约391米有家电有家私电梯,南京晓庄学院实验小学,2600
933,东郊小镇第二街区 马群东东郊小镇精致装修户型超正,2室2厅,85㎡,精装,中层(共6层),整租,江宁-麒麟镇-东郊小镇第二街区,有家私家电齐全,南京市麒麟镇锁石小学,1900
934,新城市虹桥中心 1室2厅0厨1卫 150.0m² 整租,1室2厅,150㎡,精装,高层(共17层),整租,鼓楼-三牌楼-新城市虹桥中心 (虹桥中心),有家私电梯,南京市回龙桥小学,6500
935,景枫你山 3室2厅1厨1卫 90.0m² 整租,3室2厅,90㎡,精装,中层(共6层),整租,江宁-江宁大学城-景枫你山,空房,南京市晓庄学院弘景实验小学,4200
936,汇景新苑 3室2厅1厨1卫 97.0m² 整租,3室2厅,97㎡,精装,中层(共6层),整租,江宁-东山镇-汇景新苑,空房,南京市东山小学,3000
937,苏宁雅瑰园 苏宁雅瑰园  精装大三房 电梯房 汇文陪读,3室2厅,153.26㎡,简装,低层(共12层),整租,鼓楼-龙江-苏宁雅瑰园,空房,南京市银城小学,8500
938,银城花园北片 精装两房 楼层适中 采光一流 南北通透 看房方便,2室1厅,62.86㎡,简装,高层(共7层),整租,鼓楼-龙江-银城花园北片,空房,南京市银城小学,2800
939,东方名苑 3室2厅0厨2卫 135.0m² 整租,3室2厅,135㎡,精装,高层(共30层),整租,秦淮-新街口-东方名苑,距离1号线新街口站约421米电梯空房,南京市石鼓路小学,8100
940,琅琊新村 3室1厅1厨1卫66.0m²整租,3室1厅,66㎡,简装,高层(共5层),整租,鼓楼-水佐岗-琅琊新村,空房,南京市赤壁路小学,3500
941,钟阜大厦 三牌楼 福建路 精装三房 拎包入住 随时看房,3室1厅,91.85㎡,精装,高层(共28层),整租,鼓楼-三牌楼-钟阜大厦,有家私电梯,南京市财经大学附属小学,4800
942,场门口小区 2室0厅1厨1卫 49.57m² 整租,2室0厅,49.57㎡,精装,高层(共6层),整租,鼓楼-龙江-场门口小区,有家私家电齐全,江苏第二师范学院附属小学,2900
943,凤凰西街128-138号小区 3室0厅0厨1卫 60.0m² 合租,3室0厅,60㎡,简装,中层(共6层),合租,鼓楼-凤凰西街-凤凰西街128-138号小区,有家私家电齐全,南京市芳草园小学（凤凰校区）,1250
944,麒麟山庄 马群东 麒麟山庄 精致装修 户型超正,2室2厅,110㎡,精装,中层(共16层),整租,江宁-麒麟镇-麒麟山庄,有家私电梯,南京市麒麟中心小学,2200
945,银城街小区 朝南卧室 采光佳 家电齐全 拎包入住 房主直租,2室1厅,63.58㎡,精装,低层(共7层),合租,鼓楼-龙江-银城街小区,空房,南京市银城小学,1600
946,高教新村 3室1厅1厨1卫 98.0m² 整租,3室1厅,98㎡,简装,中层(共28层),整租,鼓楼-草场门大街-高教新村,电梯空房,南京市宝船小学,4600
947,芦席营小区 整租两室 中等楼层 家电齐全 拎包入住 随时看房,2室1厅,53㎡,精装,中层(共6层),整租,鼓楼-湖南路-芦席营小区 (芦席营),空房,南京市南昌路小学,3500
948,钟山山庄 3室1厅1厨1卫 80.83m² 整租,3室1厅,80.83㎡,简装,中层(共7层),整租,玄武-樱驼花园-钟山山庄,距离4号线蒋王庙站约174米有家电有家私,南京市樱花小学,3200
1,兴江公寓 玄外附小 十三中 临近玄武湖 交通便利好停车,2室2厅,99.01㎡,精装,中层(共26层),整租,玄武-玄武门-兴江公寓,距离1号线鼓楼站约451米有家私电梯,南京市中央路小学,6000
949,银城街 居家大三房 楼层适中 采光佳 南北通透 看房随时,3室1厅,90㎡,精装,高层(共6层),整租,鼓楼-龙江-银城街,有家私随时看房,南京市银城小学,4500
950,苏宁千秋情缘 苏宁千秋情缘 普通装修 4室2厅1厨3卫 189m,4室2厅,189㎡,简装,高层(共11层),整租,鼓楼-龙江-苏宁千秋情缘,有家私家电齐全,南京市汉江路小学,8000
951,清辉园 3室2厅1厨1卫 76.0m² 整租,3室2厅,76㎡,精装,中层(共34层),整租,建邺-奥南-清辉园,电梯空房,南京市清润小学,4000
952,协众雅居 1室1厅0厨1卫 50.0m² 整租,1室1厅,50㎡,精装,低层(共22层),整租,江宁-江宁大学城-协众雅居,距离1号线南京交院站约391米有家电有家私电梯,南京晓庄学院实验小学,2250
953,丽晶国际 精装修单室公寓  南北通透,1室0厅,50㎡,精装,低层(共25层),整租,鼓楼-龙江-丽晶国际,电梯空房,南京市古平岗小学,3000
954,宁工新寓一村 2室1厅1厨1卫 53.78m² 整租,2室1厅,53.78㎡,简装,中层(共7层),整租,鼓楼-草场门大街-宁工新寓一村,距离4号线龙江站约435米空房,南京市宝船小学,2700
955,场门口小区 2室0厅1厨1卫 49.0m² 整租,2室0厅,49㎡,简装,低层(共6层),整租,鼓楼-龙江-场门口小区,空房,江苏第二师范学院附属小学,6666
956,莱茵铂郡 2室1厅1厨2卫 69.0m² 整租,2室1厅,69㎡,精装,中层(共20层),整租,江宁-科学园-莱茵铂郡,有家电有家私电梯,南京市江宁科学园小学,4000
957,银城聚福园西园 龙江  聚福园 两房 楼层好 采光好,2室1厅,95.5㎡,精装,低层(共6层),整租,鼓楼-龙江-银城聚福园西园 (聚福园二期),空房,南京市银城小学,7000
958,东郊小镇第二街区 马群东东郊小镇精致装修户型超正,2室2厅,83㎡,精装,高层(共6层),整租,江宁-麒麟镇-东郊小镇第二街区,有家私家电齐全,南京市麒麟镇锁石小学,1800
959,莲花新城南苑 2室1厅1厨1卫 67.0m² 整租,2室1厅,67㎡,简装,低层(共34层),整租,建邺-奥体-莲花新城南苑,电梯空房,南京市莲花实验学校（小学部）,2900
960,苏宁馨瑰园 龙江 苏宁馨瑰圆 电梯房 有钥匙 采光好,3室2厅,141.2㎡,简装,高层(共11层),整租,鼓楼-龙江-苏宁馨瑰园,空房,南京市银城小学,6600
961,时代天地广场 1室0厅0厨0卫 45.0m² 整租,1室0厅,45㎡,简装,低层(共28层),整租,鼓楼-凤凰西街-时代天地广场,电梯空房,南京市银城小学,2650
962,学府风景 1室2厅1厨1卫 53.07m² 整租,1室2厅,53.07㎡,精装,中层(共5层),整租,江宁-江宁大学城-学府风景 (中浩学府风景),有家电有家私,南京市月华路小学,2300
963,景枫你山 5室2厅1厨3卫 399.0m² 整租,5室2厅,399㎡,毛坯,共3层,整租,江宁-江宁大学城-景枫你山,空房,南京市晓庄学院弘景实验小学,4500
964,康怡花园 云锦路站汉中门大街欧尚 精装两房 看房方便,2室1厅,65㎡,简装,高层(共7层),整租,鼓楼-江东-康怡花园,空房,南京市江东门小学,3400
965,黑龙江路十二巷 紫竹林金贸大街玄武湖地铁,2室0厅,45㎡,简装,低层(共5层),整租,鼓楼-许府巷-黑龙江路十二巷,空房,南京市紫竹苑小学,2000
966,江苏路小区 江苏路 2室 赤壁路学籍不占 没有个税,2室1厅,71㎡,精装,高层(共8层),整租,鼓楼-湖南路-江苏路小区 (江苏路),空房,南京市赤壁路小学,3500
967,东方龙湖湾东湖苑 3室2厅1精装大三房南北通透急租,3室2厅,136㎡,精装,低层(共8层),整租,江宁-江宁大学城-东方龙湖湾东湖苑,有家私家电齐全,南京晓庄学院实验小学,4500
968,武夷名仕园 3室2厅1厨2卫 132.0m² 整租,3室2厅,132㎡,简装,中层(共18层),整租,江宁-江宁大学城-武夷名仕园,随时看房电梯空房,南京市齐武路小学,3800
969,莫愁大厦 水西门大街莫愁湖景观房 可办公看房方便使用面积大,3室2厅,137㎡,精装,中层(共24层),整租,建邺-南湖-莫愁大厦,电梯空房,南京市莫愁湖小学,6500
970,万裕龙庭水岸 1室1厅1厨1卫 30.0m² 整租,1室1厅,30㎡,精装,共3层,整租,江宁-江宁大学城-万裕龙庭水岸,空房,南京晓庄学院实验小学,1800
971,云河湾七号公馆 1室0厅1厨1卫 59.0m² 整租,1室0厅,59㎡,精装,中层(共7层),整租,建邺-奥体-云河湾七号公馆,有家私家电齐全,南京市南湖第一小学,3500
972,宁工新寓二村 居家单室套 四号线龙江站 新城市广场 单间 带电梯,3室1厅,20㎡,精装,高层(共7层),整租,鼓楼-龙江-宁工新寓二村,距离4号线龙江站约307米空房,南京市宝船小学,1500
973,百合果园 整租 龙江 精装两室两厅 家电齐全 拎包住,2室2厅,91㎡,精装,中层(共27层),整租,鼓楼-定淮门大街-百合果园,电梯空房,南京师范附属中学树人学校附属小学,4800
974,市政天元城 前后采光无遮挡 万科物业 楼层好 居家装修,3室2厅,126.17㎡,精装,中层(共6层),整租,江宁-科学园-市政天元城,空房,南京市江宁科学园小学,4500
975,南湾营煦康苑 南湾营煦康苑2室1厅1厨1卫 65.0m² 整租,2室1厅,65㎡,简装,高层(共11层),整租,栖霞-马群-南湾营煦康苑,随时看房空房,南京市南湾营小学,1800
976,北门桥路高层住宅小区 1室1厅1厨1卫 28.0m² 整租,1室1厅,28㎡,精装,低层(共30层),整租,玄武-珠江路-北门桥路高层住宅小区,距离1号线珠江路站约435米电梯空房,南京市洪武北路红十字会小学,2000
977,石门坎小区 石门坎小区 2室1厅1厨1卫 整租 楼层好,2室1厅,65㎡,精装,低层(共6层),整租,秦淮-光华路-石门坎小区 (石门坎),有家私随时看房,南京市四方小学,2800
978,悦民二期 精致装修2室2厅采光好南北朝向,2室2厅,92㎡,精装,高层(共7层),整租,江宁-麒麟镇-悦民二期,有家私家电齐全,南京市麒麟中心小学,2000
979,世茂荣里 3室2厅1厨2卫 89.0m² 整租,3室2厅,89㎡,精装,高层(共18层),整租,浦口-顶山街道-世茂荣里 (世茂荣里一期),随时看房电梯空房,南京市浦厂中学,2200
980,麒麟紫荆城锁石苑 4室0厅1厨1卫 90.0m² 合租,4室0厅,90㎡,简装,高层(共34层),合租,江宁-麒麟镇-麒麟紫荆城锁石苑 (锁石苑),电梯空房,南京市麒麟中心小学,700
981,白云园小区 3室1厅1厨1卫100.0m²整租,3室1厅,100㎡,精装,高层(共7层),整租,鼓楼-龙江-白云园小区,空房,南京市白云园小学,5500
982,天正天御溪岸 1室0厅0厨1卫 40.0m² 整租,1室0厅,40㎡,简装,低层(共16层),整租,江宁-江宁大学城-天正天御溪岸,距离1号线南京交院站约230米有家私随时看房,南京晓庄学院实验小学,1800
983,尚景公寓 2室2厅1厨2卫 120.0m² 整租,2室2厅,120㎡,精装,中层(共11层),整租,江宁-科学园-尚景公寓,距离1号线竹山路站约261米有家电有家私,南京市潭桥小学,3300
984,托乐嘉友邻居 1室0厅0厨1卫 20.0m² 合租,1室0厅,20㎡,简装,高层(共10层),合租,江宁-将军大道-托乐嘉友邻居,有家私家电齐全,南京市将军山小学,1000
985,锦盈大厦 1室0厅1厨1卫 36.0m² 整租,1室0厅,36㎡,精装,中层(共33层),整租,玄武-玄武门-锦盈大厦,距离1号线新模范马路站约173米有家私电梯,南京市中央路小学,3200
986,宁工新寓一村 居家四房 带露台 小区中间 闹中取静 环境优美,4室0厅,90㎡,简装,高层(共7层),整租,鼓楼-草场门大街-宁工新寓一村,距离4号线龙江站约435米有家电有家私,南京市宝船小学,5000
987,清江西苑 清江花苑 居家三房 有电梯 采光好,3室1厅,115㎡,精装,高层(共11层),整租,鼓楼-热河南路-清江西苑,有家私随时看房,南京师范附属中学树人学校附属小学,6000
988,升龙汇金中心 1室0厅1厨1卫 56.0m² 整租,1室0厅,56㎡,精装,中层(共46层),整租,建邺-奥体-升龙汇金中心,电梯空房,南京外国语学校河西初级中学第一附属小学,3900
989,典雅居 万达广场 典雅居 精装三房 楼层好 看房方便,3室1厅,93㎡,简装,低层(共6层),整租,建邺-万达广场-典雅居,有家私家电齐全,南京市金陵汇文学校（小学部）,5600
990,盛和家园 2室2厅1厨1卫80.0m²整租,2室2厅,80㎡,精装,低层(共18层),整租,玄武-孝陵卫-盛和家园,有家私电梯,南京市南湾营小学,2900
991,育才公寓东片 2室1厅0厨1卫 55.38m² 整租,2室1厅,55.38㎡,简装,低层(共5层),整租,鼓楼-龙江-育才公寓东片,空房,南京市银城小学,3250
992,南湾营宁康苑 马群 宁康苑 精装修 拎包入住 家电齐全,3室1厅,85㎡,简装,高层(共11层),整租,栖霞-马群-南湾营宁康苑,有家私家电齐全,南京市南湾营小学,2300
993,苏州路小区 带小区 房龄新 安静整洁 南北格局  交通便利,3室1厅,80㎡,精装,高层(共7层),整租,鼓楼-宁海路-苏州路小区 (苏州路),距离4号线云南路站约498米空房,南京市汉口路小学,5500
994,阳光广场 3室1厅1厨1卫 115.0m² 整租,3室1厅,115㎡,简装,高层(共32层),整租,鼓楼-龙江-阳光广场,电梯空房,南京市白云园小学,5300
995,精金花园 3室2厅1厨1卫 88.0m² 整租,3室2厅,88㎡,精装,低层(共27层),整租,建邺-万达广场-精金花园,有家私电梯,南京市金陵汇文学校（小学部）,4500
996,估依廊小区 2室1厅1厨1卫 71.0m² 整租,2室1厅,71㎡,精装,高层(共33层),整租,玄武-长江路-估依廊小区,有家电有家私电梯,南京市洪武北路红十字会小学,5000
997,逸境南苑 月牙湖 光华路 逸境南苑 四房新村 电梯房 房龄新,2室1厅,90.5㎡,简装,高层(共19层),整租,秦淮-月牙湖-逸境南苑,电梯空房,南京市四方小学,2700
998,新门口小区 三牌楼 福建路 精装两房 拎包入住 随时看房,2室0厅,50㎡,简装,高层(共4层),整租,鼓楼-三牌楼-新门口小区 (新门口),随时看房空房,南京市紫竹苑小学,2800
999,天玺国际广场 龙江 天玺 苏宁商贸城  精装单室套  朝南,1室1厅,59㎡,精装,低层(共29层),整租,鼓楼-龙江-天玺国际广场,有家私电梯,南京市银城小学,3700
1000,天玺国际广场 龙江 天玺 苏宁商贸城 精装单室套 朝南,1室1厅,57.9㎡,精装,低层(共29层),整租,鼓楼-龙江-天玺国际广场,有家电有家私电梯,南京市银城小学,4200
1001,南东瓜市小区 2室1厅1厨1卫 70.0m² 整租,2室1厅,70㎡,简装,中层(共6层),整租,鼓楼-宁海路-南东瓜市小区 (南东瓜市),空房,南京市汉口路小学,3800
1002,银嘉公寓 精装大两房 电梯房 采光一流 户型方正 居家陪读,2室2厅,103㎡,精装,高层(共27层),整租,鼓楼-龙江-银嘉公寓,有家电有家私电梯,南京市宝船小学,5000
1003,五矿澜悦方山 13室2厅1厨4卫 600.0m² 整租,13室2厅,600㎡,简装,共2层,整租,江宁-江宁大学城-五矿澜悦方山,随时看房空房,南京市齐武路小学,20000
1004,精金花园  整租 精装单室套 带电梯 家电齐全 随时拎包住,1室1厅,50㎡,简装,低层(共34层),整租,建邺-万达广场-精金花园,电梯空房,南京市金陵汇文学校（小学部）,3400
1005,东方龙湖湾西湖苑(湖语山) 毛坯每月要8000元,4室4厅,309㎡,毛坯,共4层,整租,江宁-江宁大学城-东方龙湖湾西湖苑（湖语山） (东方龙湖湾西湖苑),空房,南京晓庄学院实验小学,8000
1006,金陵御花园 金陵御花园别墅出租,6室1厅,232.93㎡,精装,共2层,整租,玄武-北京东路-金陵御花园,空房,南京市小营小学,30000
1007,象山雅苑 3室1厅1厨1卫 91.0m² 整租,3室1厅,91㎡,简装,中层(共6层),整租,鼓楼-五塘广场-象山雅苑,空房,南京市象山小学,2800
1008,盛和家园 3室2厅1厨1卫90.0m²整租,3室2厅,90㎡,简装,高层(共18层),整租,玄武-孝陵卫-盛和家园,有家私电梯,南京市南湾营小学,2500
1009,翰香苑 3室1厅1厨1卫 89.0m² 整租,3室2厅,89㎡,精装,高层(共5层),整租,江宁-江宁大学城-翰香苑,有家私家电齐全,南京市齐武路小学,2400
1010,苏宁乐瑰园 环宇城对面 一楼临街商铺 随时看房,2室1厅,69㎡,简装,低层(共7层),整租,鼓楼-龙江-苏宁乐瑰园,空房,南京市芳草园小学（凤凰校区）,5000
1011,南湾营馨康苑 4室1厅1厨1卫 92.0m² 单间合租,4室1厅,92㎡,简装,中层(共11层),合租,栖霞-马群-南湾营馨康苑,空房,南京市南湾营小学,800
